tokens,ner_tags
"['aero', 'lounge', 'chair']","['O', 'B-PRODUCT', 'I-PRODUCT']"
"['amish', 'leg', 'tables']","['O', 'O', 'O']"
"['product', 'categories']","['O', 'O']"
"['start', 'your']","['O', 'O']"
"['bonaldo', 'big', 'planet', 'round', 'low', 'coffee', 'table']","['O', 'O', 'O', 'O', 'O', 'B-PRODUCT', 'I-PRODUCT']"
"['atmosphera', 'lobster', 'round', 'coffee', 'table', 'teak', 'wood']","['O', 'O', 'O', 'B-PRODUCT', 'I-PRODUCT', 'O', 'O']"
"['canadian', 'midcentury', 'coffee', 'table', 'in', 'solid', 'african', 'teak', 'by', 'imperial']","['O', 'O', 'B-PRODUCT', 'I-PRODUCT', 'O', 'O', 'O', 'O', 'O', 'O']"
"['midcentury', 'round', 'teak', 'coffee', 'table', 'with', 'shelf', 'and', 'sunburst', 'top']","['O', 'O', 'O', 'B-PRODUCT', 'I-PRODUCT', 'O', 'B-PRODUCT', 'O', 'O', 'O']"
"['zinolin', 'leather', 'cream']","['O', 'O', 'O']"
"['norwegian', 'midcentury', 'round', 'teak', 'coffee', 'table', 'by', 'ganddal', 'mobelfabrik']","['O', 'O', 'O', 'O', 'B-PRODUCT', 'I-PRODUCT', 'O', 'O', 'O']"
"['midcentury', 'side', 'table', 'with', 'shelf', 'in', 'solid', 'african', 'teak', 'by', 'imperial']","['O', 'O', 'B-PRODUCT', 'O', 'B-PRODUCT', 'O', 'O', 'O', 'O', 'O', 'O']"
"['zinolin', 'textile', 'cleaner']","['O', 'O', 'O']"
"['zinolin', 'leather', 'soap']","['O', 'O', 'O']"
"['zinolin', 'furniture', 'oil']","['O', 'B-PRODUCT', 'O']"
"['atmosphera', 'panarea', 'ceramic', 'coffee', 'table']","['O', 'O', 'O', 'B-PRODUCT', 'I-PRODUCT']"
"['atmosphera', 'zero', 'outdoor', 'teak', 'coffee', 'table']","['O', 'O', 'O', 'O', 'B-PRODUCT', 'I-PRODUCT']"
"['atmosphera', 'frisbee', 'teak', 'garden', 'side', 'table']","['O', 'O', 'O', 'O', 'O', 'B-PRODUCT']"
"['atmosphera', 'lobster', 'sidetable', 'in', 'teak']","['O', 'O', 'O', 'O', 'O']"
"['bline', 'abra', 'round', 'steel', 'coffee', 'table']","['O', 'O', 'O', 'O', 'B-PRODUCT', 'I-PRODUCT']"
"['tree', 'of', 'life', 'with', 'birds', 'wall', 'dcor', 'dia']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['monaco', 'outdoor', 'dark', 'rum', 'dining', 'table', 'x']","['O', 'O', 'O', 'O', 'O', 'B-PRODUCT', 'O']"
"['knoll', 'saarinen', 'tulip', 'dining', 'table', 'oval']","['O', 'O', 'O', 'O', 'B-PRODUCT', 'O']"
"['ivory', 'velvetbone', 'white', 'queen', 'bed', 'versailles', 'q', 'acme', 'vintage', 'traditional']","['O', 'O', 'O', 'O', 'B-PRODUCT', 'O', 'O', 'O', 'O', 'O']"
"['fritz', 'hansen', 'swan', 'chair']","['O', 'O', 'O', 'B-PRODUCT']"
"['dark', 'cherry', 'king', 'panel', 'bed', 'estrella', 'ek', 'acme', 'classic', 'traditional']","['O', 'O', 'O', 'O', 'B-PRODUCT', 'O', 'O', 'O', 'O', 'O']"
"['tufted', 'cherry', 'oak', 'queen', 'bed', 'q', 'dresden', 'acme', 'victorian', 'classic']","['O', 'O', 'O', 'O', 'B-PRODUCT', 'O', 'O', 'O', 'O', 'O']"
"['tufted', 'gold', 'patina', 'queen', 'bed', 'dresden', 'q', 'acme', 'victorian', 'classic']","['O', 'O', 'O', 'O', 'B-PRODUCT', 'O', 'O', 'O', 'O', 'O']"
"['antique', 'platinum', 'queen', 'bed', 'versailles', 'q', 'acme', 'vintage', 'classic']","['O', 'O', 'O', 'B-PRODUCT', 'O', 'O', 'O', 'O', 'O']"
"['tufted', 'cherry', 'oak', 'queen', 'bedroom', 'set', 'pcs', 'dresden', 'q', 'acme', 'victorian', 'classic']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['glam', 'gray', 'velvet', 'crystal', 'tufted', 'queen', 'bed', 'sophia', 'galaxy', 'home', 'modern', 'contemporary']","['O', 'O', 'O', 'O', 'O', 'O', 'B-PRODUCT', 'O', 'O', 'O', 'O', 'O']"
"['brown', 'gray', 'queen', 'size', 'panel', 'bed', 'by', 'crown', 'mark', 'jaymes', 'bqbed']","['O', 'O', 'O', 'O', 'O', 'B-PRODUCT', 'O', 'O', 'O', 'O', 'O']"
"['black', 'velvet', 'tufted', 'king', 'bedroom', 'set', 'p', 'sophia', 'galaxy', 'home', 'modern', 'contemporary']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['white', 'queen', 'size', 'panel', 'bed', 'by', 'crown', 'mark', 'maybelle', 'bqbed']","['O', 'O', 'O', 'O', 'B-PRODUCT', 'O', 'O', 'O', 'O', 'O']"
"['blue', 'velvet', 'tufted', 'queen', 'bedroom', 'set', 'p', 'sophia', 'galaxy', 'home', 'modern', 'contemporary']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['crystal', 'tufting', 'grey', 'velvet', 'king', 'size', 'bed', 'meridian', 'furniture', 'sophie']","['O', 'O', 'O', 'O', 'O', 'O', 'B-PRODUCT', 'O', 'B-PRODUCT', 'O']"
"['gray', 'velvet', 'tufted', 'full', 'bedroom', 'set', 'p', 'sophia', 'galaxy', 'home', 'modern', 'contemporary']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['silver', 'velvetantique', 'platinum', 'queen', 'bed', 'versailles', 'q', 'acme', 'vintage', 'classic']","['O', 'O', 'O', 'O', 'B-PRODUCT', 'O', 'O', 'O', 'O', 'O']"
['jandjtreasuretrovenet'],['O']
"['blue', 'velvet', 'channel', 'tufted', 'queen', 'bed', 'wled', 'tulip', 'galaxy', 'home', 'modern', 'contemporary']","['O', 'O', 'O', 'O', 'O', 'B-PRODUCT', 'O', 'O', 'O', 'O', 'O', 'O']"
"['tufted', 'gold', 'patina', 'queen', 'bedroom', 'set', 'pcs', 'dresden', 'q', 'acme', 'victorian', 'classic']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['beige', 'fabric', 'antique', 'taupe', 'king', 'bed', 'ek', 'chelmsford', 'acme', 'classic']","['O', 'O', 'O', 'O', 'O', 'B-PRODUCT', 'O', 'O', 'O', 'O']"
"['beige', 'fabric', 'antique', 'taupe', 'queen', 'bed', 'q', 'chelmsford', 'acme', 'classic']","['O', 'O', 'O', 'O', 'O', 'B-PRODUCT', 'O', 'O', 'O', 'O']"
"['black', 'velvet', 'channel', 'tufted', 'king', 'bed', 'wled', 'tulip', 'galaxy', 'home', 'modern', 'contemporary']","['O', 'O', 'O', 'O', 'O', 'B-PRODUCT', 'O', 'O', 'O', 'O', 'O', 'O']"
"['blue', 'velvet', 'tufted', 'king', 'bedroom', 'set', 'p', 'tulip', 'galaxy', 'home', 'modern', 'contemporary']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['modern', 'black', 'velvet', 'gold', 'c', 'king', 'size', 'panel', 'bed', 'by', 'vig', 'modrest', 'legend']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PRODUCT', 'O', 'O', 'O', 'O']"
"['brown', 'gray', 'king', 'size', 'panel', 'bed', 'by', 'crown', 'mark', 'jaymes', 'bkbed']","['O', 'O', 'O', 'O', 'O', 'B-PRODUCT', 'O', 'O', 'O', 'O', 'O']"
"['gray', 'color', 'crown', 'design', 'panel', 'bed', 'by', 'acme', 'furniture', 'perine', 'bdek']","['O', 'O', 'O', 'O', 'O', 'B-PRODUCT', 'O', 'O', 'B-PRODUCT', 'O', 'O']"
"['ivory', 'velvetbone', 'white', 'queen', 'bedroom', 'set', 'p', 'wchest', 'versailles', 'q', 'acme']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['tundra', 'upholstered', 'sleigh', 'platform', 'bed', 'queen']","['O', 'O', 'O', 'O', 'B-PRODUCT', 'O']"
"['black', 'pine', 'tree', 'forest', 'wall', 'dcor']","['O', 'O', 'O', 'O', 'O', 'O']"
"['butterfly', 'bamboo', 'cup']","['O', 'O', 'O']"
"['ivory', 'velvetbone', 'white', 'queen', 'bedroom', 'set', 'pc', 'wdresser', 'versailles', 'q', 'acme']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['butterfly', 'bamboo', 'salad', 'bowl']","['O', 'O', 'O', 'O']"
"['butterfly', 'bamboo', 'dinner', 'plate']","['O', 'O', 'O', 'O']"
"['north', 'american', 'birds', 'large', 'mug']","['O', 'O', 'O', 'O', 'O']"
"['north', 'american', 'birds', 'covered', 'mug', 'strainer', 'set']","['O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['north', 'american', 'birds', 'matches', 'sticks']","['O', 'O', 'O', 'O', 'O']"
"['round', 'wool', 'coasters', 'set', 'of']","['O', 'O', 'O', 'O', 'O']"
"['rainbow', 'nesting', 'bowls', 'set', 'of']","['O', 'O', 'O', 'O', 'O']"
"['square', 'wool', 'coasters', 'set', 'of']","['O', 'O', 'O', 'O', 'O']"
"['gray', 'velvet', 'tufted', 'king', 'bedroom', 'set', 'p', 'tulip', 'galaxy', 'home', 'modern', 'contemporary']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['camp', 'song', 'greeting', 'card']","['O', 'O', 'O', 'O']"
"['shit', 'show', 'greeting', 'card', 'includes', 'stickers']","['O', 'O', 'O', 'O', 'O', 'O']"
"['pawsitive', 'vibes', 'birthday', 'card']","['O', 'O', 'O', 'O']"
"['blue', 'bubble', 'glass', 'candle', 'holder']","['O', 'O', 'O', 'O', 'O']"
"['hot', 'diggity', 'dog', 'birthday', 'card']","['O', 'O', 'O', 'O', 'O']"
"['beautiful', 'rare', 'magical', 'human', 'birthday', 'card']","['O', 'O', 'O', 'O', 'O', 'O']"
"['blue', 'bubble', 'glass', 'vase']","['O', 'O', 'O', 'O']"
"['make', 'the', 'world', 'better', 'greeting', 'card']","['O', 'O', 'O', 'O', 'O', 'O']"
"['ivory', 'velvetbone', 'white', 'king', 'bedroom', 'set', 'pc', 'wdresser', 'versailles', 'ek', 'acme']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['stacked', 'geo', 'taper', 'candlestick', 'holder']","['O', 'O', 'O', 'O', 'O']"
"['dipped', 'glaze', 'vase']","['O', 'O', 'O']"
"['terrazzo', 'candlestick', 'holder']","['O', 'O', 'O']"
"['floral', 'yellow', 'coir', 'doormat']","['O', 'O', 'O', 'O']"
"['flower', 'chess', 'board', 'coir', 'doormat']","['O', 'O', 'O', 'O', 'O']"
"['wooden', 'pillar', 'candle', 'holder']","['O', 'O', 'O', 'O']"
"['dragonfly', 'glitter', 'coir', 'doormat']","['O', 'O', 'O', 'O']"
"['tundra', 'ivory', 'upholstered', 'sleigh', 'platform', 'bed', 'queen']","['O', 'O', 'O', 'O', 'O', 'B-PRODUCT', 'O']"
"['happy', 'place', 'coir', 'doormat']","['O', 'O', 'O', 'O']"
"['hello', 'multi', 'coir', 'doormat']","['O', 'O', 'O', 'O']"
"['black', 'hello', 'coir', 'doormat']","['O', 'O', 'O', 'O']"
"['tree', 'of', 'life', 'bamboo', 'wind', 'chime']","['O', 'O', 'O', 'O', 'O', 'O']"
"['polaris', 'verdigris', 'wind', 'chime']","['O', 'O', 'O', 'O']"
"['wind', 'fantasy', 'chime']","['O', 'O', 'O']"
"['garden', 'hand', 'weeder']","['O', 'O', 'O']"
"['silver', 'measurement', 'trowel']","['O', 'O', 'O']"
"['dried', 'flower', 'vase', 'frame']","['O', 'O', 'O', 'O']"
"['fuschia', 'tissue', 'paper', 'sheets']","['O', 'O', 'O', 'O']"
"['tiffani', 'tissue', 'paper', 'sheets']","['O', 'O', 'O', 'O']"
"['ivory', 'velvetbone', 'white', 'queen', 'bedroom', 'set', 'pc', 'versailles', 'q', 'acme', 'vintage']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['white', 'silver', 'metal', 'wall', 'clock']","['O', 'O', 'O', 'O', 'O']"
"['lime', 'tissue', 'paper', 'sheets']","['O', 'O', 'O', 'O']"
"['ridged', 'base', 'table', 'lamp']","['O', 'O', 'B-PRODUCT', 'B-PRODUCT']"
"['rose', 'gold', 'white', 'metal', 'wall', 'clock']","['O', 'O', 'O', 'O', 'O', 'O']"
"['richcasa', 'black', 'wred', 'stripes', 'cotton', 'rug', 'x', 'ft']","['O', 'O', 'O', 'O', 'O', 'B-PRODUCT', 'O', 'O']"
"['richcasa', 'natural', 'cotton', 'rug']","['O', 'O', 'O', 'B-PRODUCT']"
"['round', 'cotton', 'rope', 'baskets', 'grey', 'white']","['O', 'O', 'O', 'O', 'O', 'O']"
"['metallic', 'grey', 'iris', 'tray']","['O', 'O', 'O', 'O']"
"['water', 'hyacinth', 'tray']","['O', 'O', 'O']"
"['richcasa', 'rust', 'cotton', 'rug', 'x', 'ft']","['O', 'O', 'O', 'B-PRODUCT', 'O', 'O']"
"['ivory', 'velvetbone', 'white', 'king', 'bedroom', 'set', 'p', 'versailles', 'ek', 'acme', 'vintage']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['richcasa', 'kilim', 'navy', 'blue', 'natural', 'cotton', 'jute', 'rug']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PRODUCT']"
"['richcasa', 'natural', 'cotton', 'jute', 'rug']","['O', 'O', 'O', 'O', 'B-PRODUCT']"
"['richcasa', 'denim', 'jute', 'oval', 'area', 'rug']","['O', 'O', 'O', 'O', 'O', 'B-PRODUCT']"
"['urban', 'silver', 'area', 'rug', 'indooroutdoor']","['O', 'O', 'O', 'B-PRODUCT', 'O']"
"['drizzle', 'multi', 'green', 'mat', 'indooroutdoor']","['O', 'O', 'O', 'O', 'O']"
"['ocean', 'grey', 'area', 'rug', 'indooroutdoor']","['O', 'O', 'O', 'B-PRODUCT', 'O']"
"['succulent', 'green', 'area', 'rug', 'indooroutdoor']","['O', 'O', 'O', 'B-PRODUCT', 'O']"
"['ocean', 'blue', 'area', 'rug', 'indooroutdoor']","['O', 'O', 'O', 'B-PRODUCT', 'O']"
"['delano', 'ivory', 'area', 'rug', 'indooroutdoor']","['O', 'O', 'O', 'B-PRODUCT', 'O']"
"['marcus', 'dark', 'denim', 'area', 'rug', 'indooroutdoor']","['O', 'O', 'O', 'O', 'B-PRODUCT', 'O']"
"['delano', 'greige', 'area', 'rug', 'indooroutdoor']","['O', 'O', 'O', 'B-PRODUCT', 'O']"
"['indooroutdoor', 'chelsea', 'sand', 'dunes', 'carpet']","['O', 'O', 'O', 'O', 'B-PRODUCT']"
"['carleton', 'outdoor', 'loveseat']","['O', 'O', 'O']"
"['ivory', 'velvetbone', 'white', 'queen', 'bedroom', 'set', 'p', 'versailles', 'q', 'acme', 'vintage']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['acacia', 'outdoor', 'position', 'captains', 'chair', 'set', 'of']","['O', 'O', 'O', 'O', 'B-PRODUCT', 'O', 'O']"
"['arcade', 'balcony', 'stools', 'white', 'set', 'of']","['O', 'O', 'O', 'O', 'O', 'O']"
"['acacia', 'outdoor', 'english', 'bench']","['O', 'O', 'O', 'B-PRODUCT']"
"['stark', 'bookshelf']","['O', 'B-PRODUCT']"
"['irondale', 'modular', 'bookcase']","['O', 'O', 'B-PRODUCT']"
"['narrow', 'hammered', 'drum', 'end', 'table', 'antique', 'brass']","['O', 'O', 'O', 'B-PRODUCT', 'I-PRODUCT', 'O', 'O']"
"['archie', 'two', 'drawer', 'cabinet']","['O', 'O', 'O', 'B-PRODUCT']"
"['george', 'window', 'cabinet']","['O', 'O', 'B-PRODUCT']"
"['collin', 'wooden', 'green', 'display', 'cabinet']","['O', 'O', 'O', 'B-PRODUCT', 'I-PRODUCT']"
"['charlotte', 'driftwood', 'sideboard']","['O', 'O', 'B-PRODUCT']"
"['ivory', 'velvetbone', 'white', 'king', 'bedroom', 'set', 'pc', 'versailles', 'ek', 'acme', 'vintage']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['noir', 'havana', 'media', 'unit']","['O', 'O', 'O', 'O']"
"['noir', 'havana', 'sideboard']","['O', 'O', 'B-PRODUCT']"
"['gia', 'nightstand']","['O', 'B-PRODUCT']"
"['locarno', 'driftwood', 'drawer', 'bedside', 'table']","['O', 'O', 'O', 'O', 'B-PRODUCT']"
"['james', 'blue', 'two', 'door', 'wglass', 'cabinet']","['O', 'O', 'O', 'O', 'O', 'B-PRODUCT']"
"['montserrat', 'lux', 'outdoor', 'sectional']","['O', 'O', 'O', 'O']"
"['natural', 'laurent', 'carved', 'wooden', 'storage', 'chest']","['O', 'O', 'O', 'O', 'O', 'B-PRODUCT']"
"['lh', 'imports', 'kinsley', 'club', 'chair']","['O', 'O', 'O', 'B-PRODUCT', 'I-PRODUCT']"
"['lh', 'imports', 'beverly', 'club', 'chair']","['O', 'O', 'O', 'B-PRODUCT', 'I-PRODUCT']"
"['crossback', 'chair']","['O', 'B-PRODUCT']"
"['huxly', 'accent', 'chair', 'in', 'grey', 'weathered', 'brown']","['O', 'O', 'B-PRODUCT', 'O', 'O', 'O', 'O']"
"['daniak', 'dining', 'chair', 'dark', 'grey']","['O', 'O', 'B-PRODUCT', 'O', 'O']"
"['irish', 'coast', 'african', 'dusk', 'slat', 'back', 'chair']","['O', 'O', 'O', 'O', 'O', 'O', 'B-PRODUCT']"
"['ivory', 'velvetbone', 'white', 'king', 'bedroom', 'set', 'p', 'wchest', 'versailles', 'ek', 'acme']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['remix', 'dining', 'chair']","['O', 'O', 'B-PRODUCT']"
"['marlow', 'dining', 'chair', 'black', 'leather']","['O', 'O', 'B-PRODUCT', 'O', 'O']"
"['organic', 'dining', 'chair']","['O', 'O', 'B-PRODUCT']"
"['organic', 'dining', 'table']","['O', 'O', 'B-PRODUCT']"
"['west', 'extending', 'dining', 'table']","['O', 'O', 'O', 'B-PRODUCT']"
"['damascus', 'bistro', 'set', 'of']","['O', 'O', 'O', 'O']"
"['brittany', 'sectional', 'conversation', 'set', 'of']","['O', 'O', 'O', 'O', 'O']"
"['santa', 'marina', 'conversation', 'set', 'of']","['O', 'O', 'O', 'O', 'O']"
"['lakeview', 'outdoor', 'dark', 'rum', 'side', 'table', 'x']","['O', 'O', 'O', 'O', 'O', 'B-PRODUCT', 'O']"
"['monaco', 'outdoor', 'dark', 'rum', 'coffee', 'table', 'x']","['O', 'O', 'O', 'O', 'B-PRODUCT', 'I-PRODUCT', 'O']"
"['monaco', 'outdoor', 'square', 'side', 'table', 'dark', 'rum']","['O', 'O', 'O', 'O', 'B-PRODUCT', 'O', 'O']"
"['element', 'outdoor', 'lounger']","['O', 'O', 'B-PRODUCT']"
"['white', 'king', 'size', 'panel', 'bed', 'by', 'crown', 'mark', 'maybelle', 'bkbed']","['O', 'O', 'O', 'O', 'B-PRODUCT', 'O', 'O', 'O', 'O', 'O']"
"['millcroft', 'outdoor', 'lounger']","['O', 'O', 'B-PRODUCT']"
"['venice', 'outdoor', 'deep', 'seating', 'loveseat', 'black', 'set', 'of']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['rockford', 'rattan', 'loveseat']","['O', 'O', 'O']"
"['regency', 'outdoor', 'sofa']","['O', 'O', 'B-PRODUCT']"
"['rockford', 'rattan', 'scoop', 'seating', 'set', 'of']","['O', 'O', 'O', 'O', 'O', 'O']"
"['regency', 'deep', 'seating', 'chair', 'sofa', 'set', 'of']","['O', 'O', 'O', 'B-PRODUCT', 'B-PRODUCT', 'O', 'O']"
"['regency', 'deep', 'seating', 'chair', 'set', 'of']","['O', 'O', 'O', 'B-PRODUCT', 'O', 'O']"
"['genoa', 'outdoor', 'loveseat']","['O', 'O', 'O']"
"['genoa', 'outdoor', 'club', 'chair', 'set', 'of']","['O', 'O', 'B-PRODUCT', 'I-PRODUCT', 'O', 'O']"
"['swing', 'lounge', 'swivel', 'rocker', 'set', 'of', 'white']","['O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['oasis', 'outdoor', 'dining', 'arm', 'chair']","['O', 'O', 'O', 'O', 'B-PRODUCT']"
"['lakeview', 'outdoor', 'dining', 'arm', 'chair']","['O', 'O', 'O', 'O', 'B-PRODUCT']"
"['lakeview', 'outdoor', 'dining', 'side', 'chair']","['O', 'O', 'O', 'O', 'B-PRODUCT']"
"['bubble', 'chair']","['O', 'B-PRODUCT']"
"['eames', 'aluminium', 'chair', 'ea']","['O', 'O', 'B-PRODUCT', 'O']"
"['beetle', 'dining', 'chair', 'conic', 'base', 'fully', 'upholstered']","['O', 'O', 'B-PRODUCT', 'O', 'O', 'O', 'O']"
"['ro', 'and', 'fri', 'foot', 'stool']","['O', 'O', 'O', 'O', 'B-PRODUCT']"
"['junebug', 'storage', 'bin']","['O', 'O', 'O']"
"['bistro', 'umbrella']","['O', 'O']"
"['connector', 'kit']","['O', 'O']"
"['monarch', 'storage', 'bin']","['O', 'O', 'O']"
"['storage', 'bin', 'cover']","['O', 'O', 'O']"
"['lume', 'coat', 'stand', 'large', 'charcoal', 'black']","['O', 'O', 'O', 'O', 'O', 'O']"
"['deer', 'shelf', 'oak']","['O', 'B-PRODUCT', 'O']"
"['wave', 'table']","['O', 'B-PRODUCT']"
"['fan', 'stool', 'black']","['O', 'B-PRODUCT', 'O']"
"['biarritz', 'french', 'drawer', 'cofee', 'table', 'furniture', 'singapore', 'rmy']","['O', 'O', 'O', 'O', 'B-PRODUCT', 'B-PRODUCT', 'O', 'O']"
"['biarritz', 'french', 'door', 'dvd', 'entertainment', 'unit', 'tv', 'console', 'furniture', 'singapore', 'rmy']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PRODUCT', 'B-PRODUCT', 'O', 'O']"
"['biarritzfrench', 'door', 'corner', 'tv', 'stand', 'tv', 'console', 'rmy']","['O', 'O', 'O', 'O', 'O', 'O', 'B-PRODUCT', 'O']"
"['hailey', 'm', 'console', 'cabinet', 'wood', 'naturalblack']","['O', 'O', 'B-PRODUCT', 'B-PRODUCT', 'O', 'O']"
"['hailey', 'tall', 'cabinet', 'wood', 'naturalblack']","['O', 'O', 'B-PRODUCT', 'O', 'O']"
"['luna', 'console', 'cabinet', 'wood', 'natural']","['O', 'B-PRODUCT', 'B-PRODUCT', 'O', 'O']"
"['williams', 'm', 'console', 'cabinet', 'wood', 'walnutgunmetal', 'grey']","['O', 'O', 'B-PRODUCT', 'B-PRODUCT', 'O', 'O', 'O']"
"['alabaster', 'eight', 'arm', 'chandelier']","['O', 'O', 'O', 'B-PRODUCT']"
"['williams', 'globe', 'crystal', 'chandelier']","['O', 'O', 'O', 'B-PRODUCT']"
"['crystal', 'chandelier', 'l']","['O', 'B-PRODUCT', 'O']"
"['chill', 'sectional']","['O', 'O']"
"['urban', 'power', 'recliner']","['O', 'O', 'B-PRODUCT']"
"['timeless', 'dining', 'table']","['O', 'O', 'B-PRODUCT']"
"['corridor', 'bar']","['O', 'O']"
"['country', 'settee']","['O', 'B-PRODUCT']"
"['basic', 'side', 'table']","['O', 'O', 'B-PRODUCT']"
['chest'],['B-PRODUCT']
"['fulton', 'dresser']","['O', 'B-PRODUCT']"
"['parker', 'sofa']","['O', 'B-PRODUCT']"
"['mushroom', 'teak', 'stool']","['O', 'O', 'B-PRODUCT']"
"['ann', 'chair']","['O', 'B-PRODUCT']"
"['homosapien', 'statues']","['O', 'O']"
"['agate', 'lamps']","['O', 'O']"
"['turin', 'sofa']","['O', 'B-PRODUCT']"
"['super', 'chill']","['O', 'O']"
"['marshmallow', 'ottoman']","['O', 'B-PRODUCT']"
"['owl', 'artwork']","['O', 'O']"
"['calistoga', 'chair']","['O', 'B-PRODUCT']"
"['kiannah', 'chair']","['O', 'B-PRODUCT']"
"['bull', 'artwork']","['O', 'O']"
"['simon', 'recliner']","['O', 'B-PRODUCT']"
"['trend', 'chair']","['O', 'B-PRODUCT']"
"['aston', 'recliner']","['O', 'B-PRODUCT']"
"['rainier', 'recliner']","['O', 'B-PRODUCT']"
"['lory', 'reclining', 'sectional']","['O', 'O', 'O']"
"['glamour', 'sectional']","['O', 'O']"
"['divano', 'sectional']","['O', 'O']"
"['patrik', 'chair']","['O', 'B-PRODUCT']"
"['living', 'sectional']","['O', 'O']"
"['super', 'chill', 'piece', 'sectional']","['O', 'O', 'O', 'O']"
"['alfia', 'chair']","['O', 'B-PRODUCT']"
"['monticello', 'swivel', 'chair']","['O', 'O', 'B-PRODUCT']"
"['living', 'loveseat']","['O', 'O']"
"['brera', 'sofa']","['O', 'B-PRODUCT']"
"['domonic', 'chair']","['O', 'B-PRODUCT']"
"['milan', 'seat', 'recliner']","['O', 'B-PRODUCT', 'B-PRODUCT']"
"['milan', 'seat', 'recliner']","['O', 'B-PRODUCT', 'B-PRODUCT']"
"['magnus', 'power', 'recliner']","['O', 'O', 'B-PRODUCT']"
"['jakob', 'power', 'recliner']","['O', 'O', 'B-PRODUCT']"
"['milan', 'power', 'recliner']","['O', 'O', 'B-PRODUCT']"
"['hans', 'power', 'recliner']","['O', 'O', 'B-PRODUCT']"
"['harstad', 'power', 'recliner']","['O', 'O', 'B-PRODUCT']"
"['finn', 'power', 'recliner']","['O', 'O', 'B-PRODUCT']"
"['post', 'modern', 'american', 'chandelier', 'hb']","['O', 'O', 'O', 'B-PRODUCT', 'O']"
"['bo', 'power', 'recliner']","['O', 'O', 'B-PRODUCT']"
"['dallas', 'power', 'recliner']","['O', 'O', 'B-PRODUCT']"
"['nelson', 'saucer', 'crisscross', 'bubble', 'pendant', 'lamp']","['O', 'O', 'O', 'O', 'O', 'B-PRODUCT']"
"['axel', 'power', 'recliner']","['O', 'O', 'B-PRODUCT']"
"['mallorca', 'round', 'coffee', 'table', 'wood', 'cocoa']","['O', 'O', 'B-PRODUCT', 'I-PRODUCT', 'O', 'O']"
"['tenero', 'sectional']","['O', 'O']"
"['crystal', 'chandelier', 'light']","['O', 'B-PRODUCT', 'B-PRODUCT']"
"['pietro', 'extendable', 'dining', 'table', 'sintered', 'stone', 'matte', 'white']","['O', 'O', 'O', 'B-PRODUCT', 'O', 'O', 'O', 'O']"
"['elligton', 'sectional']","['O', 'O']"
"['ezio', 'extendable', 'dining', 'table', 'sintered', 'stone', 'matt', 'grey']","['O', 'O', 'O', 'B-PRODUCT', 'O', 'O', 'O', 'O']"
"['altis', 'round', 'coffee', 'table', 'wood', 'natural']","['O', 'O', 'B-PRODUCT', 'I-PRODUCT', 'O', 'O']"
"['embody', 'chair', 'fully', 'loaded']","['O', 'B-PRODUCT', 'O', 'O']"
"['maisy', 'm', 'coffee', 'table', 'wood', 'cocoa']","['O', 'O', 'B-PRODUCT', 'I-PRODUCT', 'O', 'O']"
"['luna', 'm', 'coffee', 'table', 'wood', 'natural']","['O', 'O', 'B-PRODUCT', 'I-PRODUCT', 'O', 'O']"
"['isabel', 'm', 'dining', 'set', 'wood', 'natural']","['O', 'O', 'O', 'O', 'O', 'O']"
"['mason', 'm', 'dining', 'table', 'wood', 'vintage', 'oak']","['O', 'O', 'O', 'B-PRODUCT', 'O', 'O', 'O']"
